Row,Write,kill API,chdir API,Accept,B/M/M,Connect,network_http,clone API,Rename,Read,postgresql,S/P,execve API,Label
1273,1980,0,0,20,130,0,1006,0,0,3003,0,1970,0,1
1274,1914,0,0,20,132,0,973,0,0,2904,0,1896,0,1
1275,1000,0,0,10,90,0,504,0,0,1529,0,996,0,1
1276,1904,0,0,20,82,0,960,0,0,2876,0,1894,0,1
1277,2000,0,0,20,98,0,1009,0,0,3017,0,1982,0,1
1278,982,0,0,10,108,0,500,0,0,1503,0,976,0,1
1279,1982,0,0,20,148,0,1007,0,0,3006,0,1972,0,1
1280,1863,0,0,18,118,0,940,0,0,2822,0,1848,0,1
1281,1000,0,0,10,68,0,505,0,0,1520,0,990,0,1
1282,1891,0,0,20,120,0,962,0,0,2858,0,1884,0,1
1283,2000,0,0,20,116,0,1017,0,0,3022,0,1990,0,1
1284,994,0,0,10,84,0,502,0,0,1521,0,986,0,1
1285,1900,0,0,20,126,0,958,0,0,2879,0,1882,0,1
1286,1992,0,0,20,112,0,1004,0,0,3018,0,1982,0,1
1287,960,0,0,10,108,0,488,0,0,1472,0,956,0,1
1288,1960,0,0,20,132,0,996,0,0,2963,0,1958,0,1
1289,1903,0,0,20,138,0,968,0,0,2885,0,1888,0,1
1290,1000,0,0,10,64,0,505,0,0,1517,0,990,0,1
1291,1898,0,0,20,118,0,958,0,0,2880,0,1884,0,1
1292,2000,0,0,20,116,0,1017,0,0,3019,0,1982,0,1
1293,1000,0,0,10,108,0,508,0,0,1532,0,994,0,1
1294,1882,0,0,20,122,0,957,0,0,2844,0,1862,0,1
1295,2000,0,0,20,110,0,1008,0,0,3030,0,1986,0,1
1296,988,0,0,10,62,0,499,0,0,1501,0,980,0,1
1297,1986,0,0,20,118,0,1009,0,0,3003,0,1974,0,1
1298,1912,0,0,20,142,0,973,0,0,2896,0,1902,0,1
1299,1000,0,0,10,86,0,504,0,0,1528,0,992,0,1
1300,1890,0,0,20,124,0,954,0,0,2867,0,1884,0,1
1301,2000,0,0,20,104,0,1008,0,0,3017,0,1984,0,1
1302,1000,0,0,10,64,0,505,0,0,1519,0,994,0,1
1303,1890,0,0,20,118,0,961,0,0,2859,0,1874,0,1
1304,2000,0,0,20,132,0,1017,0,0,3032,0,1984,0,1
1305,990,0,0,10,84,0,499,0,0,1515,0,982,0,1
1306,1990,0,0,20,100,0,1003,0,0,3004,0,1978,0,1
1307,1908,0,0,20,130,0,970,0,0,2894,0,1900,0,1
1308,1000,0,0,10,86,0,509,0,0,1519,0,996,0,1
1309,1888,0,0,20,144,0,961,0,0,2865,0,1872,0,1
1310,2000,0,0,20,88,0,1009,0,0,3017,0,1986,0,1
1311,1000,0,0,10,86,0,504,0,0,1530,0,990,0,1
1312,1886,0,0,20,104,0,952,0,0,2850,0,1872,0,1
1313,2000,0,0,20,136,0,1016,0,0,3032,0,1990,0,1
1314,1000,0,0,10,86,0,504,0,0,1530,0,990,0,1
1315,1944,0,0,18,84,0,980,0,0,2935,0,1940,0,1
1316,1966,0,0,20,84,0,992,0,0,2964,0,1950,0,1
1317,1000,0,0,10,86,0,509,0,0,1519,0,992,0,1
1318,1892,0,0,20,136,0,963,0,0,2873,0,1876,0,1
1319,2000,0,0,20,94,0,1008,0,0,3017,0,1980,0,1
1320,986,0,0,8,62,0,497,0,0,1496,0,980,0,1
1321,1946,0,0,18,84,0,981,0,0,2937,0,1936,0,1
1322,1986,0,0,18,86,0,1002,0,0,2996,0,1972,0,1
1323,996,0,0,10,106,0,507,0,0,1526,0,990,0,1
1324,1887,0,0,18,120,0,952,0,0,2861,0,1874,0,1
1325,1996,0,0,20,112,0,1006,0,0,3024,0,1984,0,1
1326,1000,0,0,10,64,0,504,0,0,1517,0,992,0,1
1327,1898,0,0,20,116,0,965,0,0,2868,0,1883,0,1
1328,2000,0,0,20,112,0,1017,0,0,3019,0,1992,0,1
1329,964,0,0,8,62,0,487,0,0,1463,0,964,0,1
1330,1966,0,0,18,116,0,991,0,0,2979,0,1956,0,1
1331,1965,0,0,18,88,0,990,0,0,2965,0,1958,0,1
1332,1000,0,0,10,108,0,508,0,0,1532,0,990,0,1
1333,1850,0,0,18,122,0,941,0,0,2797,0,1842,0,1
1334,2000,0,0,20,118,0,1008,0,0,3030,0,1986,0,1
1335,1000,0,0,10,64,0,505,0,0,1517,0,994,0,1
1336,1904,0,0,20,112,0,960,0,0,2886,0,1895,0,1
1337,2000,0,0,20,94,0,1008,0,0,3017,0,1986,0,1
1338,948,0,0,10,108,0,482,0,0,1452,0,942,0,1
1339,1948,0,0,20,122,0,984,0,0,2956,0,1934,0,1
1340,1948,0,0,20,100,0,982,0,0,2939,0,1932,0,1
1341,1000,0,0,10,64,0,505,0,0,1519,0,992,0,1
1342,1870,0,0,20,118,0,951,0,0,2826,0,1858,0,1
1343,2000,0,0,20,134,0,1017,0,0,3032,0,1986,0,1
1344,1000,0,0,10,86,0,504,0,0,1528,0,994,0,1
1345,1896,0,0,20,122,0,957,0,0,2877,0,1880,0,1
1346,2000,0,0,20,90,0,1008,0,0,3017,0,1986,0,1
1347,950,0,0,10,86,0,484,0,0,1444,0,942,0,1
1348,1950,0,0,20,144,0,991,0,0,2957,0,1938,0,1
1349,1948,0,0,20,120,0,983,0,0,2950,0,1930,0,1
1350,1000,0,0,10,86,0,504,0,0,1530,0,990,0,1
1351,1898,0,0,20,100,0,958,0,0,2867,0,1880,0,1
1352,2000,0,0,20,112,0,1016,0,0,3021,0,1986,0,1
1353,1000,0,0,10,86,0,509,0,0,1519,0,992,0,1
1354,1896,0,0,20,108,0,956,0,0,2873,0,1876,0,1
1355,2000,0,0,20,114,0,1009,0,0,3028,0,1982,0,1
1356,950,0,0,10,64,0,479,0,0,1442,0,944,0,1
1357,1949,0,0,20,132,0,991,0,0,2956,0,1938,0,1
1358,1950,0,0,20,114,0,991,0,0,2944,0,1934,0,1
1359,1000,0,0,10,86,0,505,0,0,1530,0,990,0,1
1360,1896,0,0,20,94,0,957,0,0,2866,0,1880,0,1
1361,2000,0,0,20,110,0,1009,0,0,3030,0,1990,0,1
1362,1000,0,0,10,86,0,509,0,0,1519,0,994,0,1
1363,1892,0,0,20,130,0,964,0,0,2872,0,1882,0,1
1364,2000,0,0,20,94,0,1008,0,0,3017,0,1982,0,1
1365,974,0,0,10,64,0,491,0,0,1478,0,964,0,1
1366,1973,0,0,20,92,0,994,0,0,2981,0,1964,0,1
1367,1958,0,0,18,116,0,996,0,0,2957,0,1946,0,1
1368,1000,0,0,10,108,0,509,0,0,1532,0,990,0,1
1369,1882,0,0,20,124,0,949,0,0,2852,0,1864,0,1
1370,2000,0,0,20,118,0,1008,0,0,3030,0,1982,0,1
1371,1000,0,0,10,64,0,504,0,0,1517,0,990,0,1
1372,1904,0,0,20,96,0,961,0,0,2879,0,1900,0,1
1373,2000,0,0,20,110,0,1017,0,0,3019,0,1988,0,1
1374,976,0,0,10,64,0,493,0,0,1479,0,966,0,1
1375,1976,0,0,20,114,0,996,0,0,2994,0,1964,0,1
1376,1912,0,0,18,100,0,964,0,0,2885,0,1898,0,1
1377,1000,0,0,10,108,0,508,0,0,1532,0,992,0,1
1378,1882,0,0,20,108,0,958,0,0,2845,0,1866,0,1
1379,2000,0,0,20,120,0,1008,0,0,3030,0,1986,0,1
1380,1000,0,0,10,64,0,505,0,0,1517,0,992,0,1
1381,1902,0,0,20,124,0,959,0,0,2881,0,1894,0,1
1382,2000,0,0,20,94,0,1008,0,0,3017,0,1990,0,1
1383,988,0,0,10,106,0,502,0,0,1512,0,978,0,1
1384,1986,0,0,20,128,0,1002,0,0,3010,0,1970,0,1
1385,1872,0,0,20,90,0,944,0,0,2825,0,1858,0,1
1386,1000,0,0,10,64,0,505,0,0,1519,0,990,0,1
1387,1886,0,0,20,120,0,960,0,0,2854,0,1874,0,1
1388,2000,0,0,20,134,0,1016,0,0,3032,0,1986,0,1
1389,1000,0,0,10,86,0,504,0,0,1528,0,992,0,1
1390,1896,0,0,20,114,0,957,0,0,2875,0,1886,0,1
1391,2000,0,0,20,98,0,1008,0,0,3017,0,1984,0,1
1392,600,0,0,6,78,0,308,0,0,917,0,594,0,1
1393,1400,0,0,14,106,0,716,0,0,2121,0,1396,0,1
1394,1228,0,0,12,80,0,622,0,0,1857,0,1216,0,1
1395,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1396,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1397,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1398,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1399,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1400,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1401,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1402,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1403,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1404,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1405,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1406,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1407,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1408,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1409,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1410,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1411,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1412,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1413,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1414,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1415,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1416,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1417,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1418,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1419,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1420,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1421,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1422,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1423,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1424,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1425,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1426,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1427,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1428,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1429,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1430,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1431,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1432,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1433,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1434,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1435,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1436,0,0,0,0,22,0,0,0,0,4,0,0,0,1
1437,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1438,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1439,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1440,1632,0,0,18,78,0,824,0,0,2464,0,1622,0,1
1441,1630,0,0,18,104,0,824,0,0,2462,0,1632,0,1
1442,1630,0,0,18,118,0,831,0,0,2464,0,1624,0,1
1443,1262,0,0,10,88,0,639,0,0,1920,0,1260,0,1
1444,1778,0,0,18,92,0,897,0,0,2684,0,1776,0,1
1445,1858,0,0,16,100,0,938,0,0,2804,0,1850,0,1
1446,980,0,0,10,84,0,498,0,0,1491,0,974,0,1
1447,1912,0,0,20,142,0,973,0,0,2900,0,1903,0,1
1448,1980,0,0,20,132,0,1006,0,0,3002,0,1972,0,1
1449,988,0,0,10,84,0,499,0,0,1510,0,980,0,1
1450,1931,0,0,20,98,0,974,0,0,2913,0,1914,0,1
1451,1988,0,0,20,90,0,1003,0,0,2999,0,1978,0,1
1452,980,0,0,10,86,0,498,0,0,1489,0,976,0,1
1453,1908,0,0,20,150,0,971,0,0,2892,0,1896,0,1
1454,1955,0,0,20,92,0,986,0,0,2949,0,1948,0,1
1455,980,0,0,10,84,0,495,0,0,1500,0,974,0,1
1456,1924,0,0,20,92,0,971,0,0,2904,0,1926,0,1
1457,1980,0,0,20,136,0,1007,0,0,3002,0,1966,0,1
1458,978,0,0,10,62,0,493,0,0,1484,0,970,0,1
1459,1948,0,0,20,116,0,983,0,0,2950,0,1946,0,1
1460,1976,0,0,20,94,0,997,0,0,2982,0,1968,0,1
1461,998,0,0,10,86,0,508,0,0,1516,0,998,0,1
1462,1842,0,0,20,116,0,939,0,0,2782,0,1836,0,1
1463,1996,0,0,20,134,0,1016,0,0,3024,0,1986,0,1
1464,980,0,0,10,84,0,494,0,0,1500,0,974,0,1
1465,1932,0,0,20,112,0,974,0,0,2927,0,1930,0,1
1466,1980,0,0,20,92,0,998,0,0,2989,0,1978,0,1
1467,978,0,0,10,84,0,498,0,0,1486,0,979,0,1
1468,1926,0,0,20,118,0,980,0,0,2908,0,1928,0,1
1469,1978,0,0,20,112,0,997,0,0,2995,0,1980,0,1
1470,966,0,0,10,68,0,487,0,0,1469,0,958,0,1
1471,1909,0,0,20,110,0,971,0,0,2884,0,1916,0,1
1472,1966,0,0,20,128,0,1001,0,0,2972,0,1970,0,1
1473,982,0,0,10,88,0,495,0,0,1502,0,974,0,1
1474,1924,0,0,20,112,0,971,0,0,2915,0,1918,0,1
1475,1980,0,0,20,112,0,999,0,0,2999,0,1974,0,1
1476,973,0,0,10,68,0,491,0,0,1479,0,976,0,1
1477,1940,0,0,20,112,0,986,0,0,2931,0,1944,0,1
1478,1972,0,0,20,122,0,1003,0,0,2980,0,1968,0,1
1479,974,0,0,10,66,0,491,0,0,1481,0,974,0,1
1480,1908,0,0,20,94,0,963,0,0,2882,0,1902,0,1
1481,1974,0,0,20,110,0,1003,0,0,2982,0,1970,0,1
1482,978,0,0,10,112,0,498,0,0,1498,0,972,0,1
1483,1910,0,0,20,134,0,972,0,0,2895,0,1914,0,1
1484,1977,0,0,20,116,0,998,0,0,2994,0,1976,0,1
1485,992,0,0,10,66,0,500,0,0,1508,0,984,0,1
1486,1920,0,0,20,96,0,970,0,0,2901,0,1908,0,1
1487,1992,0,0,20,114,0,1012,0,0,3007,0,1976,0,1
1488,976,0,0,10,90,0,493,0,0,1495,0,968,0,1
1489,1906,0,0,20,92,0,961,0,0,2878,0,1902,0,1
1490,1974,0,0,20,94,0,996,0,0,2981,0,1967,0,1
1491,978,0,0,10,88,0,497,0,0,1487,0,972,0,1
1492,1914,0,0,20,142,0,974,0,0,2902,0,1904,0,1
1493,1978,0,0,20,130,0,1005,0,0,2997,0,1972,0,1
1494,970,0,0,8,86,0,490,0,0,1483,0,964,0,1
1495,1964,0,0,18,88,0,990,0,0,2961,0,1956,0,1
1496,1971,0,0,18,92,0,994,0,0,2975,0,1964,0,1
1497,978,0,0,10,92,0,497,0,0,1490,0,972,0,1
1498,1924,0,0,20,142,0,979,0,0,2919,0,1928,0,1
1499,1978,0,0,20,94,0,997,0,0,2986,0,1966,0,1
1500,982,0,0,10,84,0,496,0,0,1501,0,976,0,1
1501,1926,0,0,20,90,0,971,0,0,2906,0,1919,0,1
1502,1982,0,0,20,134,0,1008,0,0,3004,0,1966,0,1
1503,952,0,0,10,90,0,480,0,0,1457,0,952,0,1
1504,1953,0,0,20,118,0,985,0,0,2957,0,1958,0,1
1505,1942,0,0,18,90,0,979,0,0,2933,0,1932,0,1
1506,984,0,0,10,88,0,501,0,0,1498,0,974,0,1
1507,1916,0,0,20,116,0,977,0,0,2898,0,1914,0,1
1508,1984,0,0,20,116,0,1000,0,0,3007,0,1972,0,1
1509,988,0,0,10,88,0,498,0,0,1511,0,984,0,1
1510,1920,0,0,20,114,0,968,0,0,2908,0,1912,0,1
1511,1988,0,0,20,94,0,1002,0,0,2999,0,1974,0,1
1512,972,0,0,10,112,0,495,0,0,1489,0,968,0,1
1513,1972,0,0,20,116,0,995,0,0,2987,0,1962,0,1
1514,1890,0,0,20,116,0,954,0,0,2863,0,1884,0,1
1515,982,0,0,10,66,0,495,0,0,1493,0,978,0,1
1516,1932,0,0,20,116,0,983,0,0,2919,0,1918,0,1
1517,1982,0,0,20,114,0,1008,0,0,2993,0,1968,0,1
1518,980,0,0,10,88,0,494,0,0,1499,0,980,0,1
1519,1926,0,0,20,112,0,972,0,0,2917,0,1918,0,1
1520,1980,0,0,20,108,0,998,0,0,2998,0,1978,0,1
1521,968,0,0,10,112,0,493,0,0,1483,0,966,0,1
1522,1932,0,0,18,136,0,981,0,0,2927,0,1930,0,1
1523,1922,0,0,20,126,0,971,0,0,2912,0,1914,0,1
1524,976,0,0,10,66,0,492,0,0,1482,0,976,0,1
1525,1948,0,0,20,102,0,983,0,0,2942,0,1934,0,1
1526,1974,0,0,20,116,0,1003,0,0,2982,0,1970,0,1
1527,976,0,0,10,110,0,497,0,0,1495,0,970,0,1
1528,1922,0,0,20,124,0,969,0,0,2910,0,1918,0,1
1529,1976,0,0,20,116,0,997,0,0,2993,0,1966,0,1
1530,970,0,0,10,90,0,493,0,0,1475,0,966,0,1
1531,1880,0,0,20,160,0,957,0,0,2849,0,1878,0,1
1532,1969,0,0,20,136,0,1001,0,0,2983,0,1964,0,1
1533,984,0,0,10,88,0,497,0,0,1507,0,976,0,1
1534,1935,0,0,20,90,0,976,0,0,2919,0,1924,0,1
1535,1984,0,0,20,96,0,1001,0,0,2996,0,1966,0,1
1536,962,0,0,10,88,0,489,0,0,1463,0,962,0,1
1537,1946,0,0,20,146,0,990,0,0,2951,0,1946,0,1
1538,1962,0,0,20,122,0,989,0,0,2971,0,1954,0,1
1539,976,0,0,10,84,0,493,0,0,1492,0,966,0,1
1540,1890,0,0,20,90,0,953,0,0,2852,0,1892,0,1
1541,1974,0,0,20,140,0,1004,0,0,2992,0,1978,0,1
1542,981,0,0,10,92,0,499,0,0,1494,0,974,0,1
1543,1932,0,0,20,120,0,974,0,0,2929,0,1920,0,1
1544,1980,0,0,20,90,0,998,0,0,2989,0,1974,0,1
1545,985,0,0,10,84,0,498,0,0,1505,0,978,0,1
1546,1920,0,0,20,90,0,968,0,0,2897,0,1906,0,1
1547,1984,0,0,20,140,0,1009,0,0,3007,0,1974,0,1
1548,974,0,0,10,90,0,491,0,0,1490,0,972,0,1
1549,1902,0,0,20,112,0,960,0,0,2880,0,1896,0,1
1550,1974,0,0,20,90,0,995,0,0,2978,0,1966,0,1
1551,986,0,0,10,88,0,502,0,0,1501,0,980,0,1
1552,1914,0,0,20,110,0,975,0,0,2893,0,1906,0,1
1553,1986,0,0,20,112,0,1001,0,0,3010,0,1982,0,1
1554,984,0,0,10,90,0,496,0,0,1505,0,984,0,1
1555,1928,0,0,20,110,0,974,0,0,2921,0,1922,0,1
1556,1984,0,0,20,88,0,1000,0,0,2993,0,1970,0,1
1557,970,0,0,10,110,0,494,0,0,1486,0,964,0,1
1558,1896,0,0,20,116,0,956,0,0,2873,0,1888,0,1
1559,1970,0,0,20,116,0,993,0,0,2983,0,1956,0,1
1560,972,0,0,10,66,0,490,0,0,1478,0,968,0,1
1561,1946,0,0,20,112,0,991,0,0,2942,0,1942,0,1
1562,1972,0,0,20,126,0,1002,0,0,2980,0,1956,0,1
1563,974,0,0,10,88,0,491,0,0,1489,0,968,0,1
1564,1940,0,0,20,122,0,979,0,0,2939,0,1926,0,1
1565,1972,0,0,20,116,0,994,0,0,2986,0,1958,0,1
1566,978,0,0,10,110,0,498,0,0,1498,0,970,0,1
1567,1916,0,0,20,134,0,975,0,0,2905,0,1914,0,1
1568,1976,0,0,20,120,0,996,0,0,2993,0,1962,0,1
1569,976,0,0,10,66,0,492,0,0,1484,0,972,0,1
1570,1942,0,0,20,98,0,979,0,0,2932,0,1938,0,1
1571,1976,0,0,20,124,0,1004,0,0,2985,0,1970,0,1
1572,960,0,0,10,90,0,485,0,0,1471,0,956,0,1
1573,1960,0,0,20,94,0,988,0,0,2959,0,1944,0,1
1574,1938,0,0,18,100,0,977,0,0,2926,0,1926,0,1
1575,972,0,0,10,88,0,494,0,0,1476,0,974,0,1
1576,1922,0,0,20,142,0,977,0,0,2914,0,1914,0,1
1577,1970,0,0,20,140,0,1001,0,0,2985,0,1970,0,1
1578,982,0,0,10,88,0,496,0,0,1504,0,980,0,1
1579,1942,0,0,20,86,0,980,0,0,2932,0,1924,0,1
1580,1982,0,0,20,92,0,999,0,0,2993,0,1968,0,1
1581,973,0,0,10,96,0,495,0,0,1482,0,968,0,1
1582,1974,0,0,20,142,0,1003,0,0,2994,0,1972,0,1
1583,1890,0,0,20,88,0,953,0,0,2855,0,1888,0,1
1584,972,0,0,10,84,0,491,0,0,1486,0,970,0,1
1585,1940,0,0,20,92,0,979,0,0,2927,0,1937,0,1
1586,1972,0,0,20,138,0,1002,0,0,2989,0,1966,0,1
1587,980,0,0,10,72,0,494,0,0,1491,0,974,0,1
1588,1942,0,0,20,116,0,979,0,0,2944,0,1929,0,1
1589,1980,0,0,20,90,0,998,0,0,2989,0,1962,0,1
1590,970,0,0,10,90,0,494,0,0,1477,0,970,0,1
1591,1896,0,0,20,120,0,964,0,0,2866,0,1894,0,1
1592,1964,0,0,20,136,0,999,0,0,2979,0,1950,0,1
1593,984,0,0,10,88,0,496,0,0,1505,0,978,0,1
1594,1930,0,0,20,118,0,973,0,0,2923,0,1918,0,1
1595,1982,0,0,20,88,0,1000,0,0,2990,0,1976,0,1
1596,990,0,0,10,88,0,504,0,0,1507,0,984,0,1
1597,1906,0,0,20,118,0,969,0,0,2880,0,1890,0,1
1598,1990,0,0,20,118,0,1003,0,0,3015,0,1982,0,1
1599,976,0,0,10,68,0,492,0,0,1484,0,972,0,1
1600,1892,0,0,20,126,0,963,0,0,2859,0,1880,0,1
1601,1978,0,0,20,124,0,1005,0,0,2989,0,1964,0,1
1602,978,0,0,10,88,0,493,0,0,1496,0,970,0,1
1603,1934,0,0,20,116,0,976,0,0,2930,0,1922,0,1
1604,1978,0,0,20,112,0,997,0,0,2995,0,1964,0,1
1605,976,0,0,10,68,0,493,0,0,1484,0,968,0,1
1606,1944,0,0,20,106,0,989,0,0,2936,0,1930,0,1
1607,1976,0,0,20,122,0,1004,0,0,2986,0,1964,0,1
1608,967,0,0,10,68,0,488,0,0,1470,0,960,0,1
1609,1926,0,0,20,102,0,971,0,0,2907,0,1910,0,1
1610,1966,0,0,20,122,0,999,0,0,2970,0,1950,0,1
1611,982,0,0,10,110,0,501,0,0,1504,0,974,0,1
1612,1909,0,0,20,146,0,971,0,0,2893,0,1892,0,1
1613,1982,0,0,20,120,0,999,0,0,3002,0,1964,0,1
1614,983,0,0,10,66,0,496,0,0,1494,0,976,0,1
1615,1940,0,0,20,94,0,978,0,0,2929,0,1928,0,1
1616,1982,0,0,20,110,0,1007,0,0,2994,0,1968,0,1
1617,980,0,0,10,88,0,494,0,0,1501,0,976,0,1
1618,1900,0,0,20,96,0,958,0,0,2869,0,1892,0,1
1619,1978,0,0,20,92,0,997,0,0,2987,0,1964,0,1
1620,980,0,0,10,88,0,499,0,0,1490,0,972,0,1
1621,1914,0,0,20,134,0,973,0,0,2902,0,1909,0,1
1622,1980,0,0,20,132,0,1006,0,0,3000,0,1968,0,1
1623,974,0,0,10,88,0,491,0,0,1492,0,964,0,1
1624,1958,0,0,20,98,0,987,0,0,2956,0,1948,0,1
1625,1973,0,0,20,90,0,995,0,0,2979,0,1956,0,1
1626,968,0,0,10,92,0,494,0,0,1476,0,964,0,1
1627,1924,0,0,20,138,0,978,0,0,2919,0,1908,0,1
1628,1968,0,0,20,90,0,992,0,0,2971,0,1954,0,1
1629,980,0,0,10,84,0,495,0,0,1498,0,970,0,1
1630,1931,0,0,20,92,0,974,0,0,2913,0,1919,0,1
1631,1980,0,0,20,136,0,1006,0,0,3001,0,1962,0,1
1632,971,0,0,8,66,0,491,0,0,1474,0,972,0,1
1633,1964,0,0,18,112,0,990,0,0,2974,0,1948,0,1
1634,1970,0,0,18,92,0,993,0,0,2972,0,1956,0,1
1635,978,0,0,10,88,0,497,0,0,1489,0,974,0,1
1636,1922,0,0,20,120,0,977,0,0,2904,0,1910,0,1
1637,1978,0,0,20,138,0,1005,0,0,3000,0,1964,0,1
1638,982,0,0,10,90,0,496,0,0,1502,0,972,0,1
1639,1935,0,0,20,112,0,976,0,0,2930,0,1922,0,1
1640,1982,0,0,20,90,0,999,0,0,2989,0,1964,0,1
1641,946,0,0,10,112,0,481,0,0,1450,0,940,0,1
1642,1946,0,0,18,116,0,989,0,0,2939,0,1942,0,1
1643,1946,0,0,20,114,0,981,0,0,2947,0,1930,0,1
1644,974,0,0,10,66,0,493,0,0,1482,0,966,0,1
1645,1948,0,0,20,108,0,990,0,0,2941,0,1932,0,1
1646,1974,0,0,20,126,0,1003,0,0,2983,0,1958,0,1
1647,978,0,0,10,88,0,493,0,0,1496,0,970,0,1
1648,1933,0,0,20,120,0,976,0,0,2929,0,1922,0,1
1649,1978,0,0,20,114,0,997,0,0,2995,0,1960,0,1
1650,968,0,0,10,112,0,494,0,0,1483,0,968,0,1
1651,1968,0,0,20,134,0,1000,0,0,2982,0,1970,0,1
1652,1878,0,0,20,144,0,956,0,0,2849,0,1866,0,1
1653,978,0,0,10,66,0,493,0,0,1487,0,970,0,1
1654,1943,0,0,20,100,0,980,0,0,2933,0,1932,0,1
1655,1978,0,0,20,120,0,1006,0,0,2988,0,1966,0,1
1656,966,0,0,10,110,0,493,0,0,1481,0,960,0,1
1657,1940,0,0,20,130,0,979,0,0,2938,0,1934,0,1
1658,1966,0,0,20,124,0,991,0,0,2978,0,1952,0,1
1659,974,0,0,10,90,0,496,0,0,1481,0,972,0,1
1660,1884,0,0,20,138,0,957,0,0,2856,0,1870,0,1
1661,1974,0,0,20,132,0,1004,0,0,2990,0,1956,0,1
1662,968,0,0,10,88,0,488,0,0,1483,0,962,0,1
1663,1966,0,0,20,94,0,992,0,0,2968,0,1956,0,1
1664,1967,0,0,20,94,0,992,0,0,2970,0,1956,0,1
1665,975,0,0,10,88,0,497,0,0,1482,0,970,0,1
1666,1932,0,0,20,138,0,982,0,0,2929,0,1918,0,1
1667,1974,0,0,20,116,0,996,0,0,2989,0,1960,0,1
1668,974,0,0,10,86,0,491,0,0,1489,0,972,0,1
1669,1891,0,0,20,102,0,956,0,0,2854,0,1892,0,1
1670,1974,0,0,20,138,0,1003,0,0,2992,0,1962,0,1
1671,980,0,0,10,92,0,499,0,0,1493,0,978,0,1
1672,1936,0,0,20,114,0,976,0,0,2933,0,1926,0,1
1673,1978,0,0,20,90,0,999,0,0,2987,0,1962,0,1
1674,970,0,0,10,84,0,489,0,0,1483,0,972,0,1
1675,1946,0,0,20,86,0,982,0,0,2936,0,1932,0,1
1676,1970,0,0,20,146,0,1001,0,0,2984,0,1958,0,1
1677,972,0,0,10,88,0,491,0,0,1487,0,964,0,1
1678,1912,0,0,20,106,0,964,0,0,2895,0,1900,0,1
1679,1971,0,0,20,98,0,995,0,0,2973,0,1956,0,1
1680,980,0,0,10,90,0,498,0,0,1492,0,980,0,1
1681,1921,0,0,20,110,0,978,0,0,2902,0,1916,0,1
1682,1980,0,0,20,124,0,998,0,0,3000,0,1974,0,1
1683,976,0,0,8,64,0,493,0,0,1482,0,970,0,1
1684,1960,0,0,18,84,0,989,0,0,2956,0,1958,0,1
1685,1978,0,0,18,96,0,998,0,0,2984,0,1966,0,1
1686,978,0,0,10,110,0,497,0,0,1498,0,978,0,1
1687,1910,0,0,20,108,0,963,0,0,2895,0,1892,0,1
1688,1978,0,0,20,110,0,997,0,0,2995,0,1970,0,1
1689,978,0,0,10,66,0,494,0,0,1485,0,976,0,1
1690,1950,0,0,20,88,0,983,0,0,2942,0,1940,0,1
